race_no,result,horse_age,horse_sex,jockey_weight,jockey_name,horse_race_degree,horse_win_value,horse_psf_rate,horse_psf_rank,horse_rate
3,1,4y,f,56,MEHMET KAYA,1.43.29,1.5,49,1,83
3,2,5y,f,57,KADİR TOKAÇOĞLU,1.44.29,2.7,26,2,81
3,3,5y,f,57,ALİ YILDIZ,1.45.03,13.4,5,4,60
3,4,6y,f,57,ERHAN AKTUĞ,1.45.17,16.2,3,5,54
3,5,4y,f,55,ÖZCAN YILDIRIM,1.47.56,5.55,17,3,71
4,1,3y,f,54,BEKİR MERT MIRIK,1.30.67,2.75,29,2,48
4,2,3y,f,60,MUHAMMED MİR BİLGİN,1.31.15,2.35,27,3,60
4,3,3y,f,54,ALİ YILDIZ,1.32.28,9.9,9,4,49
4,4,3y,f,55,ÖZCAN YILDIRIM,1.32.69,2.4,33,1,50
4,5,3y,f,50,SİNAN AKŞIN,1.34.19,25.35,2,5,37
5,1,3y,m,54,MUSTAFA ÇİÇEK,1.29.87,3.45,21,3,42
5,2,3y,m,54,MUHAMMED MİR BİLGİN,1.29.90,6.65,11,4,48
5,3,3y,m,54,ALİ YILDIZ,1.30.51,3.2,25,2,62
5,4,3y,m,55,ÖZCAN YILDIRIM,1.31.19,1.7,42,1,59
6,1,4y,m,58,ERHAN AKTUĞ,1.45.96,23.15,5,6,19
6,2,4y,f,56,MUSTAFA ÇİÇEK,1.45.97,2.0,35,1,34
6,3,4y,m,54,MERT UYAR,1.46.14,11.35,7,5,33
6,4,4y,m,58,ONUR YILDIZ,1.46.17,4.3,13,3,36
6,5,4y,m,58,MEHMET KAYA,1.46.53,5.4,15,2,37
6,6,4y,m,54,METE GÖL,1.48.11,5.4,2,2,12
6,7,4y,f,56,BEKİR MERT MIRIK,1.48.99,6.15,12,4,29
6,8,4y,m,54,ENES ÜSTÜN,1.49.48,83.9,2,10,0
6,9,4y,f,52,BERKAY BÜLBÜL,1.49.92,27.05,3,8,25
6,10,4y,f,56,MUHAMMED MİR BİLGİN,1.54.12,29.05,2,9,20
6,11,4y,f,56,ALİCAN İNCİ,1.54.38,23.05,4,7,25
6,12,4y,f,54,MUHARREM OK,1.58.98,120.65,1,11,12
1,1,4y,m,56,MUHAMMED BARAN ÇAKMAK,1.39.47,1.55,40,1,35
1,2,4y,f,53,EREN DURSUN ÖKTEN,1.40.99,2.45,34,2,40
1,3,4y,m,58,SİNAN ÖZEN,1.41.74,8.9,8,4,27
1,4,4y,m,58,HALİL POLAT,1.42.35,9.0,11,3,32
1,5,4y,m,56,CEMAL PASO,1.43.70,42.3,1,7,13
1,6,4y,m,55,SADIK ALTAY,1.46.03,29.15,4,5,20
1,7,4y,f,54,SERKAN YILDIZ,1.51.03,41.9,1,6,20
2,1,3y,m,54,AYHAN KURŞUN,1.25.18,1.9,35,1,77
2,2,3y,m,54,VEDAT ABİŞ,1.25.42,2.7,23,3,51
2,3,3y,m,54,MÜSLÜM ÇELİK,1.25.63,3.3,27,2,53
2,4,3y,f,53,UĞUR TEMUR,1.26.14,17.55,5,5,50
2,5,3y,m,54,FATİH RÜSTEM BEBEK,1.26.83,51.85,2,6,36
2,6,3y,f,52,ONUR ATMACA,1.35.67,14.2,6,4,57
2,7,3y,f,55,VELAT DEMİR,1.36.17,2.7,1,3,17
3,1,4y,m,58,GÖKHAN YILDIZ,1.40.36,1.15,73,1,35
3,2,4y,m,56,CEMAL PASO,1.40.74,3.75,14,2,28
3,3,4y,m,56,BERAT AYSEN,1.42.46,40.4,1,7,22
3,4,4y,m,58,HALEF KATI,1.42.91,43.4,2,6,15
3,5,4y,m,58,VELAT DEMİR,1.43.06,33.6,3,4,17
3,6,4y,m,58,NURETTİN ŞEN,1.43.36,10.7,4,3,17
3,7,4y,f,54,SERKAN YILDIZ,1.43.49,3.75,1,2,18
3,8,4y,f,56,BURAK AKÇAY,1.50.63,30.3,2,5,20
4,1,5y,f,55,İSMAİL YILDIRIM,1.56.54,2.2,22,2,69
4,2,6y,f,58,SADIK ALTAY,1.57.22,3.1,25,1,77
4,3,5y,f,55,CEMAL PASO,1.57.43,8.7,11,5,58
4,4,5y,f,56,UĞUR TEMUR,1.57.64,7.25,12,4,58
4,5,6y,f,56,BURAK AKÇAY,1.57.77,31.8,2,9,37
4,6,6y,f,56,FATİH RÜSTEM BEBEK,1.57.94,6.65,12,3,50
4,7,8y,f,56,NURETTİN ŞEN,1.58.03,25.25,4,7,60
4,8,5y,f,57,EREN DURSUN ÖKTEN,1.58.09,18.1,9,6,58
4,9,5y,f,56,GÖKHAN YILDIZ,1.58.75,38.0,3,8,30
4,10,5y,f,56,ERKAN TUNÇ,2.00.42,86.25,1,10,27
5,1,5y,m,55,FATİH RÜSTEM BEBEK,1.28.04,10.1,10,5,60
5,2,4y,m,58,VEDAT ABİŞ,1.28.24,2.1,31,1,68
5,3,4y,m,50,GÖKHAN BEKTAŞ,1.28.26,26.25,3,8,40
5,4,8y,m,60,İSMAİL YILDIRIM,1.28.33,3.15,19,2,75
5,5,4y,m,56,HALEF KATI,1.28.86,13.9,6,6,64
5,6,5y,m,50,EMİRCAN AVŞAR,1.29.12,5.65,14,3,48
5,7,5y,m,50,ERKAN TUNÇ,1.29.73,30.0,3,7,38
5,8,4y,m,59,SİNAN ÖZEN,1.29.84,9.85,10,4,70
5,9,4y,m,50,İSMAİL DİNAR,1.30.11,33.35,2,9,43
6,1,7y,m,56,AYHAN KURŞUN,2.30.23,3.35,24,2,73
6,2,8y,m,53,SADIK ALTAY,2.30.71,4.95,19,4,82
6,3,5y,m,56,NURETTİN ŞEN,2.31.63,3.35,21,3,65
6,4,8y,m,54,CEMAL PASO,2.32.31,12.2,6,5,59
6,5,8y,m,56,FATİH RÜSTEM BEBEK,2.32.50,2.45,27,1,84
6,6,11y,m,56,SİNAN ÖZEN,2.39.70,38.1,1,7,33
6,7,7y,m,54,SERKAN YILDIZ,2.40.38,32.35,2,6,65
7,1,7y,f,55,ONUR ÖZTÜRK,1.29.37,2.25,33,2,90
7,2,6y,f,55,AYHAN KURŞUN,1.29.50,2.05,39,1,90
7,3,7y,f,55,VEDAT ABİŞ,1.30.17,4.2,15,3,81
7,4,5y,f,55,VELAT DEMİR,1.30.25,14.4,6,4,43
7,5,6y,f,55,UĞUR TEMUR,1.30.33,58.55,1,7,58
7,6,5y,f,55,FATİH RÜSTEM BEBEK,1.30.60,86.45,1,8,44
7,7,4y,f,55,SİNAN ÖZEN,1.31.85,27.15,2,5,65
7,8,5y,f,53,CEMAL PASO,1.33.59,31.7,2,6,68
7,9,4y,f,52,SERKAN YILDIZ,1.34.41,122.0,0,9,29
8,1,4y,f,55,UĞUR TEMUR,1.34.86,25.75,3,7,41
8,2,4y,f,55,HALEF KATI,1.34.93,7.0,12,3,37
8,3,4y,f,58,MÜSLÜM ÇELİK,1.35.18,5.9,14,2,49
8,4,4y,f,54,SERKAN YILDIZ,1.35.44,33.25,1,11,33
8,5,4y,f,56,İSMAİL YILDIRIM,1.35.70,40.75,1,9,42
8,6,4y,f,58,GÖKHAN BEKTAŞ,1.36.33,13.15,9,4,40
8,7,4y,f,55,ARİF OKAN PAZAR,1.36.34,55.05,1,10,34
8,8,4y,f,55,SİNAN ÖZEN,1.36.37,13.5,4,5,34
8,9,4y,f,51,EMİRCAN AVŞAR,1.36.84,27.2,3,8,38
8,10,4y,f,57,ERHAN AKKAYA,1.37.49,1.45,50,1,66
8,11,4y,f,52,SADIK ALTAY,1.38.54,17.55,3,6,37
9,1,5y,m,53,SADIK ALTAY,1.30.78,6.35,13,3,39
9,2,6y,m,56,İSA YILDIRIM,1.30.80,14.25,6,6,48
9,3,5y,m,56,VELAT DEMİR,1.31.36,27.15,3,11,41
9,4,8y,f,52,MÜSLÜM ÇELİK,1.31.38,3.15,18,1,34
9,5,5y,f,55,SERKAN YILDIZ,1.31.41,20.3,5,8,42
9,6,5y,m,52,İSMAİL DİNAR,1.31.84,27.6,2,12,33
9,7,6y,m,50,EMİRCAN AVŞAR,1.31.85,37.0,2,13,29
9,8,10y,m,57,SİNAN ÖZEN,1.32.24,31.3,3,10,43
9,9,6y,m,52,GÖKHAN YILDIZ,1.32.46,16.9,3,9,34
9,10,5y,m,51,ERKAN TUNÇ,1.32.70,5.65,10,4,32
9,11,6y,m,57,İSMAİL YILDIRIM,1.33.13,5.6,17,2,50
9,12,5y,m,61,ONUR ÖZTÜRK,1.34.15,61.5,2,14,51
9,13,5y,m,60,ERHAN AKKAYA,1.35.45,9.5,10,5,55
9,14,5y,f,50,CEMAL PASO,1.37.27,59.95,1,15,28
9,15,5y,f,59,FATİH RÜSTEM BEBEK,1.39.11,16.25,5,7,47
1,1,8y,m,61,HIŞMAN ÇİZİK,1.24.12,9.0,12,4,73
1,2,5y,m,59,MEHMET SALİH ÇELİK,1.24.84,3.75,18,3,52
1,3,8y,m,61,ERCAN ÇANKAYA,1.24.97,14.5,4,6,65
1,4,7y,m,59,AHMET ÇELİK,1.25.21,3.7,23,2,70
1,5,5y,m,59,FERİT YARDIMCI,1.25.25,2.05,30,1,77
1,6,7y,m,55,MEHMET KIYAK,1.25.36,35.25,4,7,62
1,7,7y,m,56,ERAY ÇİZİK,1.25.41,11.7,7,5,57
1,8,5y,m,56,MERT GÖKALP ARSLAN,1.33.56,33.95,2,8,42
2,1,5y,m,56,HASAN ALTUNDAĞ,1.21.05,2.35,32,1,92
2,2,4y,m,56,MÜSLÜM ÇELİK,1.21.40,3.65,19,3,64
2,3,6y,m,59,SERKAN YILDIZ,1.22.39,3.25,17,4,79
2,4,4y,f,53,ERAY ÇİZİK,1.22.74,25.75,4,6,64
2,5,5y,f,57,HIŞMAN ÇİZİK,1.22.89,5.9,20,2,80
2,6,4y,m,55,ERCAN ÇANKAYA,1.26.56,62.05,1,7,60
2,7,4y,m,58,MUSTAFA KEMAL KUMBASAR,1.30.30,9.15,8,5,63
3,1,3y,m,56,AHMET ÇELİK,1.30.43,1.3,61,1,50
3,2,3y,m,55,MEHMET AKYAVUZ,1.30.63,9.5,6,4,47
3,3,3y,m,54,MÜSLÜM ÇELİK,1.31.94,4.7,14,3,45
3,4,3y,m,60,HIŞMAN ÇİZİK,1.32.85,4.45,17,2,57
3,5,3y,m,55,ERCAN ÇANKAYA,1.33.51,25.9,2,5,47
4,1,4y,f,56,SERKAN YILDIZ,1.27.37,6.0,9,5,26
4,2,4y,f,58,MEHMET KESKİN,1.27.64,5.35,18,2,32
4,3,4y,f,58,ERCAN ÇANKAYA,1.27.71,24.8,5,7,29
4,4,4y,f,58,AHMET ÇELİK,1.28.26,2.3,33,1,30
4,5,4y,f,55,MEHMET NURİ SUNKAR,1.28.48,5.55,14,3,27
4,6,4y,f,58,ERAY ÇİZİK,1.29.59,9.0,5,6,0
4,7,4y,f,54,MURAT AKDAĞ,1.30.10,100.3,1,8,0
4,8,4y,f,54,İLKER AKIN,1.30.18,66.05,1,9,12
4,9,4y,f,55,YUNUS ÇELİKBAŞ,1.33.70,5.05,14,4,24
5,1,4y,m,55,MEHMET SALİH ÇELİK,1.14.51,4.4,18,1,39
5,2,4y,m,59,AYHAN KURŞUN,1.15.84,3.9,13,4,48
5,3,4y,m,58,FATİH SULTAN MEHMET SANSAR,1.16.31,4.15,16,2,51
5,4,4y,f,62,KADİR DEMİREL,1.16.38,19.75,4,9,55
5,5,4y,m,59,ERCAN ÇANKAYA,1.16.65,10.0,10,6,47
5,6,5y,m,62,FERİT YARDIMCI,1.16.74,16.1,4,8,52
5,7,4y,m,57,MÜSLÜM ÇELİK,1.17.83,7.05,14,3,43
5,8,4y,m,56,HIŞMAN ÇİZİK,1.18.22,7.9,12,5,41
5,9,5y,m,53,MEHMET KESKİN,1.20.56,32.9,2,10,33
5,10,4y,m,52,MEHMET NURİ SUNKAR,1.25.92,10.05,7,7,34
6,1,7y,m,59,MÜSLÜM ÇELİK,1.27.13,1.25,66,1,106
6,2,4y,m,58,AYHAN KURŞUN,1.27.46,7.25,9,3,95
6,3,5y,m,59,ÖZCAN YILDIRIM,1.27.83,4.1,16,2,103
6,4,4y,m,58,AHMET ÇELİK,1.28.50,12.5,5,4,80
6,5,4y,m,58,MEHMET AKYAVUZ,1.29.20,16.45,3,5,98
6,6,7y,m,59,YUSUF CENGİZ,1.30.08,31.05,2,6,94
7,1,4y,m,54,AYHAN KURŞUN,1.37.57,1.85,43,1,68
7,2,4y,m,54,MEHMET AKYAVUZ,1.39.24,2.25,29,2,82
7,3,4y,m,54,MÜSLÜM ÇELİK,1.39.47,22.4,4,5,46
7,4,4y,m,54,MEHMET SALİH ÇELİK,1.40.33,16.65,4,4,50
7,5,4y,m,55,AHMET ÇELİK,1.40.35,4.4,19,3,85
7,6,4y,m,54,ERAY ÇİZİK,1.41.03,34.15,2,6,51
8,1,3y,m,56,MEHMET SALİH ÇELİK,1.28.90,2.55,28,2,47
8,2,3y,m,58,ÖZCAN YILDIRIM,1.28.96,6.3,13,3,46
8,3,3y,m,56,AHMET ÇELİK,1.29.20,1.9,36,1,50
8,4,3y,m,55,AYHAN KURŞUN,1.29.40,8.55,11,4,49
8,5,3y,m,60,MEHMET AKYAVUZ,1.32.00,9.35,8,5,50
8,6,3y,m,56,YUSUF CENGİZ,1.34.44,57.1,1,7,31
8,7,3y,m,55,NİZAMETTİN DEMİR,1.37.81,34.2,2,6,40
9,1,4y,f,58,BURHAN KILINÇ,1.26.77,2.05,38,1,33
9,2,4y,f,55,YUNUS ÇELİKBAŞ,1.26.80,6.3,8,4,17
9,3,4y,f,58,ERAY ÇİZİK,1.27.28,7.4,8,5,29
9,4,4y,f,58,MEHMET SALİH ÇELİK,1.27.40,4.4,21,2,30
9,5,4y,f,54,FATİH SULTAN MEHMET SANSAR,1.27.59,9.7,7,6,30
9,6,4y,f,58,ERCAN ÇANKAYA,1.27.74,6.5,13,3,29
9,7,4y,f,54,OSMAN AÇAR,1.30.69,118.8,1,9,15
9,8,4y,f,58,MERT GÖKALP ARSLAN,1.33.02,19.4,2,7,18
9,9,4y,f,56,SERKAN YILDIZ,1.38.74,101.9,1,8,9
1,1,3y,m,60,MEHMET KAYA,1.11.85,1.35,0,0,49
1,2,3y,m,55,GÖRKEM ÖZÇELİK,1.12.30,3.35,0,0,40
1,3,3y,m,50,MÜCAHİT BAYIR,1.13.12,18.45,0,0,25
1,4,3y,m,55,YUNUS EMRE YÜKSEL,1.14.19,10.75,0,0,42
1,5,3y,f,59,AKIN SÖZEN,1.15.13,5.85,0,0,47
2,1,4y,m,55,TOLGA YILDIZ,1.33.44,1.15,0,0,95
2,2,4y,m,55,MUSTAFA ÇİÇEK,1.33.53,3.55,0,0,67
2,3,4y,f,53,ONUR YILDIZ,1.33.78,8.95,0,0,79
2,4,4y,m,55,MEHMET KAYA,1.36.80,17.85,0,0,47
2,5,4y,f,51,RECEP KETME,1.37.83,51.65,0,0,0
2,6,4y,f,52,GÖKTAN KAYIP,1.39.14,59.5,0,0,38
3,1,7y,m,60,ENES BOZDAĞ,2.35.24,8.6,12,5,63
3,2,6y,m,57,VEDAT ABİŞ,2.35.58,2.0,28,1,51
3,3,4y,m,54,MERTCAN ÇELİK,2.35.85,4.55,18,2,53
3,4,6y,f,58,MAHMUT BAĞ,2.36.64,6.55,13,4,60
3,5,5y,m,59,AKIN SÖZEN,2.36.76,5.3,14,3,56
3,6,7y,m,53,ONUR YILDIZ,2.36.98,12.85,8,6,44
3,7,5y,m,53,HAKAN YILDIZ,2.37.94,19.3,4,7,43
3,8,6y,m,55,ERHAN AKTUĞ,2.43.35,32.25,3,8,48
4,1,4y,f,56,AKIN SÖZEN,1.28.51,7.25,8,4,34
4,2,4y,m,58,MEHMET KAYA,1.28.89,1.5,46,1,0
4,3,4y,f,56,KAANCAN GÖKÇE,1.29.70,7.25,2,3,35
4,4,4y,m,58,GÖRKEM ÖZÇELİK,1.30.01,6.95,17,2,38
4,5,4y,f,52,RECEP KETME,1.30.42,58.8,3,7,34
4,6,4y,m,58,TOLGA YILDIZ,1.30.83,12.35,8,5,34
4,7,4y,m,58,ALİ MEHDİ ALTIN,1.32.01,7.25,8,3,40
4,8,4y,f,52,GÖKTAN KAYIP,1.32.64,127.6,1,10,0
4,9,4y,m,58,ADEM ASLAN,1.32.90,7.1,5,6,32
4,10,4y,m,54,ENES BOZDAĞ,1.34.85,95.25,1,8,18
4,11,4y,m,58,ERHAN AKTUĞ,1.38.45,86.1,1,9,0
5,1,3y,f,54,NEVZAT AVCİ,1.31.23,2.0,36,1,68
5,2,3y,f,54,MUSTAFA ÇİÇEK,1.31.35,5.65,19,3,55
5,3,3y,f,54,ONUR YILDIZ,1.31.78,36.4,3,6,48
5,4,3y,f,54,UĞUR TEMUR,1.31.83,12.45,9,4,62
5,5,3y,f,54,VEDAT ABİŞ,1.32.01,1.9,30,2,67
5,6,3y,f,54,MERTCAN ÇELİK,1.32.08,20.95,4,5,59
6,1,6y,f,55,BERKANT GÖKÇE,2.05.30,12.35,8,4,69
6,2,4y,f,55,NEVZAT AVCİ,2.05.78,3.65,22,3,73
6,3,5y,f,57,MUSTAFA ÇİÇEK,2.05.81,2.4,25,2,81
6,4,4y,f,55,AKIN SÖZEN,2.05.93,18.65,7,5,60
6,5,4y,f,55,UĞUR TEMUR,2.06.08,17.6,4,6,65
6,6,4y,f,55,VEDAT ABİŞ,2.07.51,2.35,31,1,84
6,7,5y,f,57,ERHAN AKTUĞ,2.08.27,28.4,3,7,52
7,1,10y,m,56,NEVZAT AVCİ,1.33.81,8.75,11,4,94
7,2,8y,m,57,AKIN SÖZEN,1.34.11,1.5,51,1,93
7,3,5y,m,57,HAKAN YILDIZ,1.34.22,18.75,4,5,54
7,4,5y,m,57,ADEM CEYLAN,1.34.53,3.35,20,2,77
7,5,6y,f,54,VEDAT ABİŞ,1.34.86,5.1,13,3,79
7,6,5y,f,57,ERHAN AKTUĞ,1.38.28,39.75,1,6,55
8,1,4y,m,56,VEDAT ABİŞ,1.17.52,2.75,24,1,43
8,2,4y,m,57,GÖKHAN BEKTAŞ,1.17.71,3.8,21,2,45
8,3,5y,f,50,HAKAN YILDIZ,1.18.71,41.25,2,9,28
8,4,5y,m,53,ERHAN AKTUĞ,1.18.76,28.9,3,8,35
8,5,4y,m,59,BERKANT GÖKÇE,1.18.88,7.4,12,4,56
8,6,5y,f,56,ADEM ASLAN,1.18.92,3.85,17,3,42
8,7,5y,m,57,ADEM CEYLAN,1.19.05,15.4,7,6,50
8,8,4y,m,57,GÖRKEM ÖZÇELİK,1.19.07,11.0,7,5,45
8,9,4y,m,50,MÜCAHİT BAYIR,1.19.74,13.45,4,7,30
8,10,4y,f,50,SELÇUK AKBULAT,1.20.90,87.65,1,10,30
8,11,4y,m,50,BERKAN ÇIĞLA,1.28.16,53.5,1,11,25
1,1,3y,m,54,FERİT YARDIMCI,1.29.56,1.75,0,0,51
1,2,3y,f,52,MÜSLÜM ÇELİK,1.29.58,2.4,0,0,60
1,3,3y,f,54,İSA AKYAVUZ,1.29.91,4.5,0,0,57
1,4,3y,m,54,MEHMET KESKİN,1.31.01,7.95,0,0,43
1,5,3y,f,55,YUSUF CENGİZ,1.33.66,46.15,0,0,24
2,1,7y,m,55,MÜSLÜM ÇELİK,1.27.80,4.75,0,0,92
2,2,5y,m,55,ERCAN ÇANKAYA,1.27.85,1.1,0,0,90
2,3,4y,m,54,HIŞMAN ÇİZİK,1.28.39,8.3,0,0,61
2,4,5y,f,53,MEHMET SALİH ÇELİK,1.28.42,12.05,0,0,70
2,5,4y,m,54,İSA AKYAVUZ,1.32.28,21.5,0,0,63
3,1,4y,m,58,MÜSLÜM ÇELİK,2.21.50,3.6,23,2,37
3,2,4y,m,58,İSA AKYAVUZ,2.21.53,21.4,3,7,29
3,3,4y,m,58,HIŞMAN ÇİZİK,2.22.17,3.8,18,4,34
3,4,4y,m,55,MEHMET NURİ SUNKAR,2.22.76,2.85,26,1,38
3,5,4y,m,58,ERCAN ÇANKAYA,2.22.90,36.85,4,6,25
3,6,4y,m,54,FATİH SULTAN MEHMET SANSAR,2.23.30,58.6,2,8,26
3,7,4y,m,58,YUSUF CENGİZ,2.24.94,15.8,5,5,25
3,8,4y,m,58,MEHMET KESKİN,2.30.09,136.3,1,9,12
3,9,4y,m,58,MEHMET SALİH ÇELİK,2.36.68,3.45,19,3,33
4,1,3y,f,57,FATİH SULTAN MEHMET SANSAR,1.17.53,4.25,17,4,40
4,2,3y,m,57,FURKAN ÇETİN,1.17.56,10.45,6,6,38
4,3,3y,f,58,MUHAMMET ÖZDEMİR,1.17.58,3.05,24,1,40
4,4,3y,m,59,İSA AKYAVUZ,1.17.62,3.7,19,3,38
4,5,3y,m,55,HIŞMAN ÇİZİK,1.17.87,9.85,8,5,31
4,6,3y,f,60,MEHMET ALİ AKTÜRK,1.18.04,4.0,20,2,40
4,7,3y,f,59,BURHAN KILINÇ,1.20.96,19.7,4,7,38
4,8,3y,f,50,MURAT AKDAĞ,1.27.00,75.5,1,8,11
5,1,5y,m,56,ERCAN ÇANKAYA,2.04.77,12.5,5,3,94
5,2,4y,m,54,HIŞMAN ÇİZİK,2.05.16,13.7,4,5,79
5,3,6y,m,56,AYHAN KURŞUN,2.05.19,1.05,79,1,103
5,4,6y,m,56,VEDAT ABİŞ,2.06.25,7.35,7,2,94
5,5,6y,m,56,MEHMET AKYAVUZ,2.06.54,15.0,5,4,95
5,6,4y,m,54,NİZAMETTİN DEMİR,2.06.71,41.7,1,6,67
6,1,5y,f,55,İSA AKYAVUZ,1.30.59,5.55,15,3,78
6,2,8y,f,55,MEHMET AKYAVUZ,1.30.71,3.15,29,2,98
6,3,7y,f,55,VEDAT ABİŞ,1.31.58,1.75,38,1,97
6,4,5y,f,55,HIŞMAN ÇİZİK,1.32.67,4.95,13,4,72
6,5,6y,f,55,MUSTAFA KEMAL KUMBASAR,1.33.00,30.65,1,6,55
6,6,5y,f,55,KADİR DEMİREL,1.35.87,24.05,2,5,64
7,1,6y,m,55,HIŞMAN ÇİZİK,2.23.33,1.75,28,2,90
7,2,5y,m,55,MEHMET AKYAVUZ,2.23.90,4.6,18,3,94
7,3,8y,m,55,MÜSLÜM ÇELİK,2.24.21,7.15,13,4,95
7,4,10y,m,55,AKIN SÖZEN,2.25.49,3.5,31,1,101
7,5,7y,m,55,ABDULLAH ÇANKAYA,2.26.03,15.95,4,6,82
7,6,9y,m,55,AYHAN KURŞUN,2.38.69,14.3,6,5,89
8,1,4y,m,59,İSA AKYAVUZ,1.25.11,6.8,10,4,39
8,2,4y,m,58,MUHAMMET ÖZDEMİR,1.26.19,8.0,10,3,40
8,3,4y,m,58,YUSUF CENGİZ,1.26.59,15.15,6,8,37
8,4,4y,m,60,ERAY ÇİZİK,1.26.64,4.3,16,1,40
8,5,4y,f,58,BURHAN KILINÇ,1.27.72,15.75,6,7,36
8,6,4y,m,57,MEHMET SALİH ÇELİK,1.27.78,8.65,9,5,35
8,7,4y,m,55,FATİH SULTAN MEHMET SANSAR,1.28.09,17.8,8,6,37
8,8,4y,f,57,MERT GÖKALP ARSLAN,1.29.01,77.0,1,15,35
8,9,4y,f,57,FURKAN ÇETİN,1.29.04,11.45,4,10,39
8,10,4y,m,58,YUNUS ÇELİKBAŞ,1.29.61,33.55,3,12,40
8,11,4y,f,55,MEHMET KESKİN,1.29.90,20.55,2,14,31
8,12,4y,f,56,ABDULLAH ÇANKAYA,1.30.98,29.25,3,13,35
8,13,4y,f,55,MEHMET KIYAK,1.32.48,21.1,4,9,36
8,14,4y,f,59,MEHMET AKYAVUZ,1.33.60,4.4,13,2,38
8,15,4y,f,59,MUSTAFA KEMAL KUMBASAR,1.38.64,22.2,3,11,39
1,1,3y,m,59,MUHAMMED MİR BİLGİN,2.08.13,2.85,0,0,42
1,2,3y,m,57,SİNAN AKŞIN,2.08.34,2.1,0,0,44
1,3,3y,m,58,MUSTAFA ÇİÇEK,2.09.30,4.0,0,0,41
1,4,3y,m,57,ONUR YILDIZ,2.09.33,8.6,0,0,38
1,5,3y,m,57,MERT UYAR,2.09.93,6.5,0,0,44
2,1,3y,f,56,ÖZCAN YILDIRIM,1.30.62,1.5,0,0,43
2,2,3y,f,58,ERHAN AKTUĞ,1.31.80,4.45,0,0,39
2,3,3y,f,58,BEKİR MERT MIRIK,1.33.60,10.75,0,0,40
2,4,3y,f,54,HALİL YOLAÇICI,1.36.53,42.65,0,0,0
2,5,3y,f,56,ALİ YILDIZ,1.41.25,3.0,0,0,43
3,1,6y,m,57,MÜRSEL KAYİŞ,1.41.75,7.15,11,5,80
3,2,7y,m,60,MUSTAFA ÇİÇEK,1.41.77,3.75,21,2,89
3,3,4y,m,56,ÖZCAN YILDIRIM,1.42.30,3.55,22,1,83
3,4,6y,m,59,ENES BOZDAĞ,1.42.62,5.05,16,3,86
3,5,6y,m,57,ONUR YILDIZ,1.43.12,5.25,13,4,79
3,6,5y,m,54,HALİL YOLAÇICI,1.44.79,49.3,1,9,40
3,7,4y,m,58,ALİ YILDIZ,1.46.01,18.85,6,6,65
3,8,4y,m,55,MUHAMMED MİR BİLGİN,1.47.32,7.95,5,7,42
3,9,4y,m,55,ALİCAN İNCİ,1.50.89,19.25,3,8,77
3,10,4y,f,54,RAHMİ CANPOLAT,1.54.90,103.35,0,10,29
4,1,10y,m,59,KADİR TOKAÇOĞLU,2.17.87,1.65,46,1,100
4,2,8y,m,56,ALİCAN İNCİ,2.19.93,37.85,2,10,38
4,3,10y,f,57,BEKİR MERT MIRIK,2.20.21,8.8,8,3,66
4,4,8y,m,59,AHMET ÇELİK,2.20.26,3.55,22,2,87
4,5,6y,m,57,MUHARREM OK,2.21.08,16.0,6,5,55
4,6,5y,m,52,MERT UYAR,2.21.30,38.7,2,9,68
4,7,7y,m,58,KAANCAN GÖKÇE,2.24.16,73.55,1,11,45
4,8,6y,m,61,ONUR YILDIZ,2.26.27,9.4,6,4,51
4,9,7y,m,56,ERHAN AKTUĞ,2.26.39,37.0,2,8,44
4,10,8y,m,56,MUHAMMED MİR BİLGİN,2.26.56,31.45,2,7,38
4,11,5y,m,56,ALİ YILDIZ,2.28.54,19.3,4,6,41
5,1,7y,m,55,MUSTAFA ÇİÇEK,1.51.08,4.15,17,3,100
5,2,9y,m,55,AHMET ÇELİK,1.51.29,1.65,46,1,101
5,3,8y,f,55,ÖZCAN YILDIRIM,1.51.84,3.45,23,2,95
5,4,6y,m,55,ALİCAN İNCİ,1.52.98,7.0,11,4,88
5,5,7y,m,55,MUHAMMED MİR BİLGİN,1.55.46,25.0,2,5,78
5,6,5y,m,55,ALİ YILDIZ,2.02.24,44.75,1,6,74
6,1,4y,m,54,AHMET ÇELİK,1.36.51,1.2,58,1,83
6,2,4y,m,54,NEVZAT AVCİ,1.36.92,5.45,9,4,58
6,3,4y,m,54,MUHAMMED MİR BİLGİN,1.37.12,10.8,8,5,65
6,4,4y,m,54,ALİ YILDIZ,1.37.26,7.25,15,2,66
6,5,4y,m,55,ÖZCAN YILDIRIM,1.40.39,10.0,10,3,61
7,1,4y,m,58,ONUR YILDIZ,1.56.23,5.35,13,4,30
7,2,4y,m,58,MERTCAN ÇELİK,1.56.27,2.1,18,3,0
7,3,4y,f,59,MUHAMMED MİR BİLGİN,1.57.40,3.65,32,1,36
7,4,4y,m,58,ALİCAN İNCİ,1.57.90,27.8,3,7,22
7,5,4y,f,52,SİNAN AKŞIN,2.00.01,15.05,5,6,33
7,6,4y,f,54,MUHARREM OK,2.11.32,8.5,10,5,35
7,7,4y,m,58,ÖZCAN YILDIRIM,2.37.38,5.45,19,2,31
8,1,4y,f,56,ALİ YILDIZ,1.28.67,6.6,13,3,39
8,2,4y,f,56,ONUR YILDIZ,1.28.98,3.9,13,4,40
